Image,xmin,ymin,xmax,ymax,Category,Label_SA,Label_CA,Valence,Arousal,Dominance
HECO_5970.png,10.32447954,9.54928996,390.0358938,868,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_5970.png,391.1830581,14.13581572,937.2333094,859.2031869,Disgust,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_5970.png,1241.231874,32.48191876,1598,859.2031869,Disgust,ExtremelyN-Sa,Neutral,4,5,5
HECO_5971.png,523.8435032,16.94063772,672.2153625,349.5702171,Peace,Neutral,Slightly-Ca,5,6,6
HECO_5971.png,78.72792534,135.5566486,458.2368988,362.1889417,Excitement,SlightlyN-Sa,Slightly-Ca,8,4,5
HECO_5972.png,313.4562067,76.88311688,388.7537846,363.1926407,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5972.png,120.8065528,74.08008658,232.5513625,327.5541126,Fear,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_5973.png,260.2272727,28.8961039,404.3831169,294.8051948,Happiness,Neutral,Neutral,6,5,6
HECO_5973.png,166.7207792,52.92207792,270.2922078,286.038961,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5973.png,99.83766234,62.98701299,170.9415584,275.3246753,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5974.png,446.5175879,108.3121566,1019.036612,645,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_5975.png,520.9906676,45.14841411,768.361809,526.0690728,Fear,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_5975.png,821.6539842,22.89092908,1069.820531,529.2487135,Fear,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_5975.png,27.83919598,21.30110872,345.2060302,522.0945219,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5976.png,527.7458722,38.82094922,719.5262024,480.4393192,Happiness,Slightly-Sa,Mildly-Ca,8,6,6
HECO_5977.png,142.6265941,149.0227273,306.0774569,568.4242424,Peace,Neutral,Slightly-Ca,5,6,6
HECO_5977.png,577.0286947,127.0151515,705.9034134,547.0454545,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5978.png,349.2835607,105.3356816,478.7329505,307.5572104,Peace,ExtremelyN-Sa,Neutral,5,3,4
HECO_5978.png,597.4587222,168.146914,756.7810481,409.4339655,Sadness,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_5979.png,416.7255844,93.97402597,542.5924624,522.0779221,Happiness,Slightly-Sa,Mildly-Ca,8,6,6
HECO_5979.png,211.3943641,89.91341991,273.4577555,287.1428571,Happiness,SlightlyN-Sa,Neutral,7,5,5
HECO_5979.png,286.2184529,76.57142857,366.2628269,297.004329,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5980.png,399.3042658,49.6017316,614.4729315,638.2575758,Peace,Neutral,Slightly-Ca,5,5,7
HECO_5980.png,157.8777291,199.1363636,439.4204577,671.0822511,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5981.png,110.4160755,377.9047619,579.655576,1118.952381,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_5981.png,833.4580732,487.1428571,1262.856484,1152.904762,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_5982.png,15.0974026,148.0519481,125.487013,295.7792208,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_5982.png,128.7337662,77.92207792,268.6688312,291.2337662,Happiness,SlightlyN-Sa,Neutral,7,5,5
HECO_5982.png,254.3831169,85.06493506,399.512987,295.7792208,Happiness,Neutral,Neutral,6,5,6
HECO_5983.png,14.08720821,206.0357143,408.7024191,586.1958874,Peace,Neutral,Slightly-Ca,4,5,7
HECO_5983.png,417.0247082,272.6331169,646.5811841,631.9816017,Happiness,ExtremelyN-Sa,Neutral,8,3,4
HECO_5983.png,697.2084431,112.3831169,921,450.9199134,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_5984.png,663.7006461,55.27230591,1025.58435,638.1691773,Peace,Neutral,Slightly-Ca,5,6,6
HECO_5984.png,505.747308,182.8273465,640.7121321,627.7867903,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5985.png,278.3594216,345.991342,584.7691231,642.0227273,Sadness,ExtremelyN-Sa,Highly-Ca,2,5,5
HECO_5986.png,31.2074659,365.4791938,379.2907394,909.1970091,Peace,ExtremelyN-Sa,Neutral,5,4,4
HECO_5986.png,530.5269203,149.4323797,1328.717875,904.9960988,Anger,ExtremelyN-Sa,Mildly-Ca,2,4,4
HECO_5987.png,598.7735445,91.43614719,956.0902246,845.5487013,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_5988.png,296.4739501,166.0584416,586.2592116,625.3246753,Happiness,Slightly-Sa,Slightly-Ca,7,7,6
HECO_5988.png,601.5476426,61.83766234,857.9763273,642,Peace,Neutral,Slightly-Ca,5,6,6
HECO_5989.png,466.2598708,160.257053,1013.338119,887.444553,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_5990.png,21.12033162,14.28571429,188.9871423,298.3766234,Peace,Neutral,Slightly-Ca,5,5,7
HECO_5990.png,293.5386182,51.62337662,445.4954216,293.1818182,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5991.png,28.30150754,57.97624362,226.4120603,343.3588967,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5991.png,283.0150754,72.62420281,453.8348887,333.2568559,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5991.png,475.5664034,23.62930485,691.8707825,355.4813457,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_5992.png,3.754783163,10.41341991,112.1221301,273.1991342,Happiness,Neutral,Mildly-Ca,8,5,6
HECO_5993.png,120.2416289,163.512987,650.6962713,882.3896104,Surprise,Extremely-Sa,Highly-Ca,9,6,7
HECO_5994.png,446.4673367,20.40756961,970.1507538,797.7209111,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5994.png,984.0100503,26.34881808,1379,809,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5995.png,59.32950467,96.81725631,487.0760948,734.3483444,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_5995.png,747.3603733,96.81725631,995.2045944,716.1605206,Happiness,ExtremelyN-Sa,Neutral,6,4,5
HECO_5995.png,1015.300072,65.22787808,1286.110553,691.2719195,Anger,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_5996.png,81.07035176,56.04150467,428.6733668,714,Disgust,ExtremelyN-Sa,Highly-Ca,2,5,5
HECO_5996.png,519.7386935,59.37276439,819.5879397,711.1892496,Happiness,Neutral,Neutral,6,5,6
HECO_5996.png,1068.351759,43.82688569,1535.894472,707.8579899,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_5997.png,173.3668342,116.7321676,553.7832017,560.3886773,Disgust,ExtremelyN-Sa,Mildly-Ca,2,3,4
HECO_5997.png,584.4938981,70.18784626,999.5836324,701.011946,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_5998.png,638.1227566,87.00997506,864.9088299,659.6583541,Peace,ExtremelyN-Sa,Neutral,2,1,1
HECO_5999.png,4.149318019,208.233479,246.8844221,727.1145979,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_5999.png,752.0638909,57.75795455,1197.078248,738.5299825,Disgust,ExtremelyN-Sa,Mildly-Ca,2,4,4
HECO_5999.png,359.9533381,92.00410839,719.9066762,726.0768357,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6000.png,24.87437186,12.62962963,549.6051687,589.8148148,Excitement,Extremely-Sa,Highly-Ca,9,8,8
HECO_6000.png,547.2361809,7.888888889,1203.4458,592.1851852,Excitement,Slightly-Sa,Highly-Ca,9,6,6
HECO_6000.png,1257.93252,17.37037037,1650,604.037037,Excitement,Extremely-Sa,Highly-Ca,9,8,8
HECO_6001.png,64.64106246,126.3115079,488.0868629,697.5813492,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_6001.png,492.7709978,112.2638889,921.8377602,685.406746,Excitement,Slightly-Sa,Mildly-Ca,8,6,6
HECO_6001.png,918.0904523,55.13690476,1301.252692,692.8988095,Excitement,Extremely-Sa,Highly-Ca,8,7,8
HECO_6002.png,135.1017041,127.9285714,280.491775,555.0032468,Fear,Extremely-Sa,Highly-Ca,3,8,8
HECO_6002.png,314.0930359,129.2207792,445.9133668,531.7435065,Fear,Neutral,Highly-Ca,2,7,7
HECO_6002.png,472.4066686,123.4058442,616.5043834,587.9545455,Fear,Extremely-Sa,Highly-Ca,3,8,8
HECO_6003.png,117.4705387,231.538961,745.0462963,525.7597403,Peace,ExtremelyN-Sa,Neutral,5,1,1
HECO_6003.png,398.9520202,76.11363636,631.8139731,353.7045455,Fear,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6003.png,224.3055556,38.37662338,388.0765993,298.0584416,Fear,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_6004.png,19.09906676,51.39858129,639.2569993,728.3863113,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6004.png,720.1471644,114.2697469,1145.944006,728.3863113,Sadness,ExtremelyN-Sa,Mildly-Ca,2,5,4
HECO_6004.png,1222.340273,85.07956288,1565,732,Anger,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6005.png,95.00805207,68.78571429,249.9952752,584.3571429,Anger,SlightlyN-Sa,Highly-Ca,2,6,6
HECO_6005.png,325.238035,95.78571429,449.3564337,560.5714286,Happiness,Slightly-Sa,Slightly-Ca,7,5,7
HECO_6005.png,514.3095853,77.14285714,665.4382054,501.4285714,Happiness,Neutral,Neutral,6,5,6
HECO_6006.png,747.7315147,20.19247441,965.2534099,584.4328971,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6007.png,36.48276977,38.68398268,628.973531,1095.24026,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6007.png,1153.751062,446.0746753,1625.325342,1086.778139,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6007.png,660.4118163,310.6807359,1082.410338,1042.049784,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6008.png,69.87613368,124.5974026,478.3161968,1066,Disgust,ExtremelyN-Sa,Highly-Ca,2,5,6
HECO_6008.png,477.1624113,71.52813853,812.9139886,1051.002165,Sadness,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6008.png,1074.823295,99.21645022,1380.576449,965.6298701,Peace,Slightly-Sa,Mildly-Ca,5,7,7
HECO_6009.png,20.02656138,62.70915886,465.3230438,762.8417237,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6009.png,520.6905958,30.88495137,812.8427854,781.7005133,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6009.png,1160.362527,61.53048451,1631.575736,818,Happiness,Neutral,Neutral,6,5,6
HECO_6010.png,423.4170854,57.85840617,714.8600144,401.1407281,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6010.png,7.698492462,146.9797782,185.8636037,405.5417835,Peace,ExtremelyN-Sa,Neutral,4,2,1
HECO_6010.png,200.7106963,154.6816252,375.5764537,399.4903323,Peace,ExtremelyN-Sa,Neutral,5,2,3
HECO_6011.png,33.21703171,75.19372294,496.782281,978.6406926,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6012.png,264.5728643,135.1020408,465.7788945,498.2040816,Sadness,ExtremelyN-Sa,Mildly-Ca,2,2,6
HECO_6013.png,385.8774818,112.7597403,646.704062,842.2662338,Surprise,Neutral,Mildly-Ca,8,5,6
HECO_6013.png,99.55657415,135.3116883,369.2081139,858.9350649,Disgust,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6014.png,58.3296148,13.75974026,237.7849924,476.8279221,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6014.png,297.0740847,13.23051948,434.1801106,487.4123377,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6015.png,142.6044508,81.72294061,340.7939698,294.7497605,Happiness,SlightlyN-Sa,Neutral,6,5,5
HECO_6015.png,358.8111989,143.4087644,521.7329505,295.8991858,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_6016.png,324.3223503,408.5616883,426.6118433,531.1883117,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_6016.png,384.7661416,234.211039,451.6030263,309.762987,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_6016.png,538.7815715,235.9545455,626.5413069,326.0357143,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_6016.png,574.8153701,402.75,709.65152,529.4448052,Excitement,Extremely-Sa,Highly-Ca,8,10,7
HECO_6016.png,247.0240402,252.2272727,306.8866413,316.737013,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_6017.png,16.05320766,111.29329,257.128293,650.7467532,Peace,ExtremelyN-Sa,Neutral,5,3,6
HECO_6017.png,267.0549141,100.6601732,579.0344363,574.1883117,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6017.png,589.6701019,82.22943723,831,619.5562771,Fear,ExtremelyN-Sa,Highly-Ca,2,4,6
HECO_6018.png,296.8423295,84.22510823,560.6016878,602.7359307,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6018.png,12.03484291,117.1255411,239.6177306,608,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6018.png,559.9439338,46.06060606,738,586.2857143,Fear,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6019.png,20.49765173,240.1266234,283.2144147,709.9772727,Peace,ExtremelyN-Sa,Neutral,4,3,3
HECO_6019.png,852.8675939,297.3409091,1187.549675,661.4318182,Peace,ExtremelyN-Sa,Neutral,4,2,2
HECO_6019.png,335.2375361,23.40584416,832.9253974,677.0357143,Happiness,ExtremelyN-Sa,Neutral,7,3,4
HECO_6020.png,83.40097403,130.275974,253.4496753,373.7824675,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6020.png,268.4659091,99.02597403,488.0275974,373.7824675,Happiness,SlightlyN-Sa,Neutral,7,5,5
HECO_6021.png,312.6090376,208.0909091,446.8499014,375.4545455,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_6021.png,11.04425353,51.54545455,173.9146854,577.8181818,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6022.png,14.70245163,120.8354978,329.7235598,524.9891775,Fear,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6023.png,19.82284173,59.14285714,260.830036,577.2857143,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6023.png,274.3264388,203.1428571,532.6861511,582.4285714,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6023.png,532.0434652,104.7857143,804,585,Disgust,ExtremelyN-Sa,Mildly-Ca,2,4,5
HECO_6024.png,12.73764706,93.68939394,199.5564706,460.9015152,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6024.png,547.4043137,160.969697,798.3831373,431.3484848,Sadness,ExtremelyN-Sa,Mildly-Ca,2,4,4
HECO_6025.png,38.16513419,189.2792208,227.3738817,551.9112554,Happiness,ExtremelyN-Sa,Neutral,6,4,5
HECO_6025.png,240.8450547,164.7770563,462.5070825,557.4242424,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_6026.png,11.88801149,39.24067071,233.0050251,428.582426,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6026.png,190.2081838,92.73801114,622.9318019,433.3377452,Anger,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6026.png,611.638191,66.58375582,823.839196,439.876309,Anger,ExtremelyN-Sa,Mildly-Ca,2,3,4
HECO_6027.png,317.4443647,119.4296987,387.5664034,305.0251076,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6027.png,463.8478105,122.2704448,536.338837,307.8658537,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6028.png,272.4335066,105.1948052,368.8676318,294.4805195,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_6028.png,41.90074919,76.62337662,176.9734634,287.6623377,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6028.png,177.9475454,32.46753247,266.9137082,290.2597403,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_6029.png,16.75,69,136.25,442,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6029.png,117.75,29,297.75,461,Peace,SlightlyN-Sa,Neutral,5,6,5
HECO_6029.png,322.75,29.5,440.75,455.5,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6030.png,22.84893661,156.1612554,174.9673686,448.5270563,Peace,ExtremelyN-Sa,Neutral,4,3,5
HECO_6030.png,186.9373436,190.0876623,360.5019808,355.2294372,Peace,ExtremelyN-Sa,Neutral,5,2,2
HECO_6030.png,425.3393453,26.44264069,569.976543,335.771645,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6031.png,123.283125,99.33982684,328.4830769,644.6212121,Happiness,Extremely-Sa,Mildly-Ca,7,7,7
HECO_6031.png,417.6851763,168.9502165,586.6400481,656.2229437,Happiness,Neutral,Neutral,6,5,6
HECO_6032.png,33.77945119,110.6298701,300.0887063,623.4880952,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6032.png,442.8031532,198.724026,598.1715576,622.8051948,Happiness,SlightlyN-Sa,Neutral,7,5,5
HECO_6032.png,272.7749365,92.87445887,464.654169,621.4393939,Peace,Slightly-Sa,Slightly-Ca,5,6,7
HECO_6033.png,12.415625,61.48917749,244.415625,517.4372294,Happiness,Extremely-Sa,Mildly-Ca,7,7,8
HECO_6033.png,260.075625,58.58874459,539.635625,519.1774892,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6033.png,550.655625,85.27272727,753.075625,536,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_6034.png,3.24120603,111.6768001,178.2663317,353.268365,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6034.png,184.2857143,64.00643382,422.7458722,408.8066558,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6034.png,429.6913137,10.78223849,645,404.1784649,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6035.png,506.2337662,59.22077922,640,395.8441558,Surprise,Extremely-Sa,Highly-Ca,9,6,7
HECO_6035.png,5.974025974,12.46753247,249.8701299,472.7272727,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6035.png,290.6493506,4.155844156,495.5844156,359.4805195,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6036.png,51.42282843,82.68844873,249.8894472,335.1568502,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6036.png,244.7896626,44.8606916,383.758794,343,Fear,Neutral,Slightly-Ca,4,5,7
HECO_6036.png,369.7343862,26.15932853,516.7781766,342.3823769,Disgust,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_6037.png,10.03961994,75.11038961,181.8873303,518.2034632,Peace,ExtremelyN-Sa,Neutral,5,3,5
HECO_6037.png,186.5476072,97.81818182,332.18126,529.8484848,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6037.png,321.695637,85.59090909,547,538,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6038.png,20.13081158,58.29978355,256.1813825,515.0757576,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_6038.png,252.7849715,63.95995671,502.6688418,522.4339827,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6038.png,512.0443515,119.4296537,694,512.245671,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_6039.png,43.29571527,108.6060606,184.5785638,386.9090909,Happiness,Extremely-Sa,Highly-Ca,8,7,7
HECO_6039.png,208.3378416,87.81818182,415.3829771,392,Happiness,Extremely-Sa,Highly-Ca,8,7,7
HECO_6040.png,4.477386935,49.15645425,243.0581479,587,Anger,Slightly-Sa,Slightly-Ca,5,6,7
HECO_6040.png,351.7946877,117.5758442,519.3768844,571.5736656,Disgust,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6040.png,522.5750179,90.71963508,803.3711414,576.0497004,Anger,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_6041.png,637.620962,162.3856781,1034,577,Sadness,SlightlyN-Sa,Highly-Ca,2,6,6
HECO_6041.png,30.43359655,27.97512468,319.9239052,567.1025378,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6042.png,25.09923817,60.36363636,316.1914595,482.9090909,Disgust,Neutral,Mildly-Ca,4,6,7
HECO_6042.png,508.5763833,193.6666667,592.8233761,511.2045455,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6042.png,582.7640337,27.66666667,749.3718925,528.1818182,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6043.png,21.988514,123.9612394,451.4974874,576.2788723,Anger,Slightly-Sa,Mildly-Ca,4,7,7
HECO_6043.png,701.4335966,73.3779061,1004.142139,582.1436066,Anger,Slightly-Sa,Highly-Ca,3,7,7
HECO_6044.png,506.3824612,50.67316017,756,508.5854978,Peace,ExtremelyN-Sa,Neutral,4,5,5
HECO_6044.png,10.00633688,141.5140693,252.3219542,571,Peace,SlightlyN-Sa,Neutral,5,6,5
HECO_6044.png,273.9572772,227.4112554,566.9613655,554.3149351,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6045.png,296.2230721,141.5844156,716.522374,746.4545455,Fear,ExtremelyN-Sa,Neutral,4,4,6
HECO_6046.png,109.1141421,22.66120569,316.9834889,533.4821012,Anger,Neutral,Slightly-Ca,4,6,6
HECO_6046.png,367.3969849,172.4559818,594.6030151,544.5268773,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6046.png,700.9547739,144.153743,908.1335248,536.2432952,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6047.png,61.15721464,213.086579,247.9526202,556.7839918,Peace,Neutral,Slightly-Ca,4,6,6
HECO_6047.png,292.4910266,124.6692562,618.2196698,539.4994024,Happiness,Extremely-Sa,Mildly-Ca,7,7,7
HECO_6047.png,642.8155061,14.97859252,926,564.0967028,Happiness,SlightlyN-Sa,Neutral,6,5,5
HECO_6048.png,49.03517588,25.96995672,206.9045226,424.1510486,Peace,ExtremelyN-Sa,Neutral,4,5,5
HECO_6048.png,191.3567839,43.30817244,303.7788945,370.3427929,Disgust,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_6048.png,470.0201005,215.4945905,733.7336683,401.4320073,Disgust,ExtremelyN-Sa,Neutral,3,2,4
HECO_6049.png,353.5357737,55.85930736,504.0167767,394,Disgust,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_6049.png,161.2781749,65.66666667,306.2173846,388.45671,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6049.png,9.092004654,62.25541126,142.9476278,384.1926407,Peace,ExtremelyN-Sa,Neutral,5,5,5
HECO_6050.png,33.81191673,151.6964734,363.1399856,491.06729,Fear,SlightlyN-Sa,Slightly-Ca,4,3,7
HECO_6050.png,383.4271357,142.9079861,683.6769562,503.2359647,Peace,SlightlyN-Sa,Neutral,5,3,7
HECO_6050.png,694.4967696,122.6268616,935.2376167,490.3912525,Peace,ExtremelyN-Sa,Neutral,4,5,4
HECO_6051.png,295.3414097,202.3376623,462.4779736,500.2922078,Happiness,Extremely-Sa,Mildly-Ca,8,6,7
HECO_6051.png,498.8656388,296.7207792,645.6497797,554.5779221,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_6051.png,556.222467,41.94805195,651.8171806,304.1233766,Happiness,Extremely-Sa,Mildly-Ca,8,6,7
HECO_6052.png,686.6733668,135.4457013,1018.170854,636.7727155,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6052.png,371.9798995,159.9006776,673.6884422,425.0843269,Anger,ExtremelyN-Sa,Slightly-Ca,3,3,6
HECO_6052.png,94.71356784,233.2656065,346.0100503,639.0653695,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6053.png,57.34129717,64.39285714,335.7835613,513.8419913,Excitement,Neutral,Mildly-Ca,8,5,6
HECO_6053.png,571.288467,78.05194805,858.8386557,601,Excitement,Extremely-Sa,Mildly-Ca,8,6,7
HECO_6054.png,9.583632448,70.22868774,185.1557789,297.0486111,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6054.png,201.6396267,78.65780651,330.0603015,297.8148946,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6054.png,320.0933238,26.55052682,497.1988514,289.0026341,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6055.png,437.0617373,129.3737888,718.7537688,503.6152063,Fear,Neutral,Highly-Ca,3,6,7
HECO_6055.png,705.2433597,109.108008,859.2620244,418.4989272,Happiness,SlightlyN-Sa,Neutral,6,4,6
HECO_6055.png,12.15936827,63.17223837,373.5628141,530.6362472,Happiness,Neutral,Slightly-Ca,8,4,6
HECO_6056.png,57.19979669,158.6406926,250.1588733,498.7402597,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_6056.png,211.0235113,61.39177489,356.5666317,492.7640693,Peace,Extremely-Sa,Mildly-Ca,7,7,8
HECO_6056.png,371.9133329,59.76190476,508.3435533,502,Peace,Extremely-Sa,Mildly-Ca,7,7,7
HECO_6057.png,465.4421337,75.27272727,617.6041055,504,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6057.png,17.6823528,39.27272727,454.5344655,498,Disgust,Neutral,Highly-Ca,3,6,7
HECO_6058.png,532.3144293,22.68924356,918.4752333,501,Peace,ExtremelyN-Sa,Neutral,5,3,5
HECO_6059.png,5.680288462,159.474026,289.5124563,599,Peace,ExtremelyN-Sa,Neutral,5,3,4
HECO_6059.png,369.8667686,35.6547619,788.4868153,476.4772727,Peace,ExtremelyN-Sa,Neutral,5,3,5
HECO_6060.png,22.42757621,93.90151515,203.1809884,445.1439394,Fear,Slightly-Sa,Mildly-Ca,4,6,8
HECO_6060.png,295.5886317,194.4015152,440.2929083,455.8030303,Peace,Neutral,Slightly-Ca,5,4,7
HECO_6060.png,432.1691595,135.0151515,546.4093778,366.9772727,Disgust,Neutral,Mildly-Ca,3,7,6
HECO_6061.png,861.5061019,34.86328125,1075.893754,562.6092919,Disgust,Neutral,Slightly-Ca,4,6,6
HECO_6061.png,36.39052405,181.239611,318.0215363,580.8074302,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6061.png,323.5592247,67.30344082,874.1636755,557.0707281,Peace,Neutral,Slightly-Ca,5,4,7
HECO_6062.png,128.7740072,42.87229437,537.634657,676.3474026,Peace,Neutral,Slightly-Ca,5,6,6
HECO_6063.png,2.999521195,10.06493506,117.0117786,292.5324675,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_6064.png,289.9353912,145.201256,528.356066,333.3830742,Peace,SlightlyN-Sa,Neutral,5,4,6
HECO_6064.png,572.6058866,216.5122608,754.2282843,340.6462321,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_6064.png,11.2275664,207.2682416,254.2713568,341.3065191,Peace,ExtremelyN-Sa,Neutral,5,3,6
HECO_6065.png,22.48384781,73.16782995,366.4034458,639.2592005,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6065.png,384.7236181,128.1119924,829.4041637,635.9292513,Anger,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6065.png,821.9095477,103.1373731,1150.839914,632.599302,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_6066.png,23.72290022,90.73129187,577.5613783,746.6764807,Fear,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_6066.png,580.298636,33.25626142,1000.923905,730.2550434,Fear,ExtremelyN-Sa,Highly-Ca,2,5,5
HECO_6067.png,420.9562096,38.58514073,807.2132089,597.9983858,Peace,ExtremelyN-Sa,Neutral,5,3,6
HECO_6067.png,844.6518306,39.49772351,1123.15865,639.0646109,Disgust,ExtremelyN-Sa,Slightly-Ca,3,3,5
